Id,C,Y_c,Y_b,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,BX1,BX2,BX3,BX4,BX5,BX6,BX7,BX8,BX9,BX10,BX11,BX12,BX13,BX14,BX15,BX16,BX17,BX18,BX19,BX20,BX21,BX22,BX23,BX24,BX25,BX26,BX27,BX28,BX29,BX30,BX31,BX32,BX33,BX34,BX35,BX36,BX37,BX38,BX39,BX40,BX41,BX42,BX43,BX44,BX45,BX46,BX47,BX49,BX50,BX51,BX52,BX53,BX54,BX55,BX56,BX57,BX58,BX59,BX60,yy_c,mm_c,yy_b,mm_b
a1608,0,A,A,21.65882431,21.25285189,20.72600886,21.15886538,6.704414355,1.463033741,-0.311705899,35,0.327798776,14.54843754,11.60701676,0.045125187,0.148972188,0.062799531,0.017459623,0.037244751,0.004446773,0.591510903,0.024133168,0.024924838,0.4317553,0.031762308,0.017731613,0.167376275,0.055895475,0.026610915,0.832623725,0.1114808,0.053791923,4.709058164,0.393444426,0.148972188,0.336037036,0.275812358,1.561290452,0.955897102,0.689220144,1.319957766,0.820745804,1.367457413,0.912643046,0.629011972,0.165050669,0.340167917,0.64865355,0.114888617,0.029349012,19.16931814,2.602208344,3.843586699,0.075387376,0.045726633,0.015584141,0.014186166,8.129213558,1.445514796,0.666328548,4.69129293,8.492399431,21.3446536,20.86545637,20.31652059,20.90199411,6.588926478,1.265576498,0.196487373,34,1.3244087,14.27652989,6.974995335,0.065447203,0.184088707,0.063015874,0.018177589,0.036872223,0.004467956,0.569266492,0.025392344,0.026290101,0.426472241,0.034148094,0.023363812,0.139382798,0.059540439,0.03772736,0.860617202,0.079842359,0.059124333,1.358566144,0.357674112,0.184088707,0.268888342,0.353208116,0.851208967,0.90871402,1.185432842,1.404955817,0.831435142,1.736520556,0.82173248,0.974108669,0.151905884,0.364824889,0.556842124,0.11902155,0.027899091,17.49928215,2.481687916,-0.881476828,-0.046061018,-0.029586184,-0.086709524,-0.089936285,9.348613539,1.295862671,0.619280331,3.784130859,31.45860899,2009,6,2008,6
a1609,0,BB+,BB+,18.58423029,18.33610632,17.75556413,18.01040931,6.198478716,0.998801898,-0.077769098,35,1.644161231,12.17252753,2.809218999,0.022753679,0.226439069,0.018674153,0.009280085,0.0097588,0.009771673,0.031622297,0.021803645,0.021602812,1.743306667,-0.009296583,0.009934968,0.5618983,0.012507062,0.012732842,0.4381017,0.504430058,-0.016613059,0.784753847,0.436631296,0.226439069,0.15888036,0.206253352,0.891465323,1.559359797,0.610430359,1.964556073,0.493562708,1.029191879,0.801190715,0.489071136,0.168139765,0.403826163,0.775036477,0.337425771,0.035274471,18.33286017,0.856469336,-0.636426253,-0.049416723,-0.027839835,-0.157180156,-0.113487833,27.71484242,0.880277941,0.780263207,2.532539453,4.700124388,18.44777382,18.24396454,17.76660092,17.76196197,6.104793232,0.999783557,0.625063143,34,3.074317589,12.17252753,2.190424634,-0.019805114,0.263833511,-0.011035846,0.006722825,-0.016791204,0.01009551,-0.027829946,0.01857011,0.017885542,-0.94241471,-0.038274928,-0.010637647,0.574395534,-0.019704818,-0.012483494,0.425604478,0.504430058,-0.060723331,0.280923156,0.537116157,0.263833511,0.148087939,0.199801862,1.371182124,1.921174191,0.541251063,2.40087311,0.493562708,0.632766648,0.559152686,0.302641986,0.155598275,0.333498863,1.160369207,0.344379685,0.012069425,18.37089047,-0.594280066,1.177391325,0.00606435,0.00280709,-0.143253256,-0.077815678,-14.59448137,0.92321743,0.852136992,2.532539453,7.408821181,2009,6,2008,6
a1610,-1,CCC,BB,18.66807779,18.72833926,17.22198215,18.5991113,5.433722004,1.059068109,-0.431499758,35,0.570138788,13.29461726,-1.862165481,-0.432280704,-0.129443097,0.005178379,0.045244106,0.002138234,0.001796012,-0.663646666,0.046935084,0.044917313,2.397373168,-0.044921897,-0.101932122,0.125776732,0.002013187,-0.146520274,0.874223268,0.123763545,-0.333623696,17.01317862,0.118338977,-0.129443097,0.637007162,0.425559995,14.43857375,0.319425177,0.098529329,0.495616775,1.545983211,6.123913262,4.034517082,0.839341428,0.429800976,0.751389232,0.133746554,-0.239250405,-0.073576232,18.3144363,0.11033067,0.224549953,-0.041416597,-0.038656511,-0.059726779,-0.052486317,37.34995912,1.838722834,1.062114224,6.98447421,24.74458081,18.77359476,18.54346436,17.38284165,18.48739453,5.433722004,0.843916856,-0.370493598,34,0.47504471,13.10974235,-2.281014958,-0.040151145,0.055738112,0.037871153,0.04598302,0.02598538,0.003549451,-0.035075815,0.050450942,0.049571471,1.542395861,-0.017741478,-0.00999313,0.169945946,0.032709464,-0.012578994,0.830054054,0.137236482,-0.056629383,6.352822725,0.248887793,0.055738112,0.597166964,0.42210731,2.893435182,0.33998334,0.359209271,0.588315695,1.508506167,3.005456648,2.220316545,0.797558287,0.429800976,0.711543662,0.331359005,-0.227500734,0.031003547,18.34009783,0.750653029,0.541856995,-0.024446751,-0.018362253,-0.042480484,-0.040164155,23.65034052,1.569695768,0.794429998,6.959643917,16.51680452,2009,6,2008,6
a1611,0,AA+,AA+,24.08039,23.87883,22.62044,23.60302,9.660103,1.528009,-0.1317797,35,2.274167,13.90067,-12.29445,0.2403447,0.1217661,0.1180775,-0.004247525,0.0829119,0.01288724,22.78131,0.002363607,0.002542234,0.01094838,0.1145093,0.06707547,0.1690435,0.1157769,0.09366314,0.8309565,0.05326663,0.2749545,2.091452,0.1737224,0.1217661,0.231971,0.1724692,1.066138,0.6347639,0.187268,0.7670577,1.531756,4.505408,4.006097,0.7502137,0.1232987,0.2401072,0.210247,-0.1621159,0.07327248,21.59641,38.2316,36.78999,0.107206,0.08858192,0.02367507,0.02731632,2.839508,1.866145,0.7161353,5.03664,7.532686,23.95375,23.76265,22.56111,23.60302,9.660103,1.528009,0.9172658,34,3.157831,13.62377,-33.64487,0.2403447,0.1147189,0.1248524,-0.004247525,0.1013585,0.01300511,22.78131,0.002363607,0.002542234,0.01372901,0.1210183,0.07719014,0.1746381,0.1227029,0.09344505,0.8253619,0.05193519,0.2749545,0.5652364,0.2484181,0.1147189,0.2652165,0.1198753,1.955921,0.6935363,0.09852933,0.7879978,1.511403,2.772246,2.848084,0.1773876,0.02141417,0.08780353,0.330527,-0.1499949,0.08947881,21.59641,38.2316,36.78999,0.3490119,0.1779905,0.2853981,0.1578779,0.3881766,2.322524,0.8260485,5.942949,8.694179,2009,6,2008,6
a1612,0,A,A,22.68376,22.3982,21.66619,22.23517,7.573017,1.325409,-0.2930265,34,0.3299398,14.82519,-6.14958,0.02046259,0.1428169,0.08479206,0.02504013,0.05781313,0.006440806,0.3736896,0.03360963,0.0351312,0.4369402,0.04331081,0.007380501,0.2091254,0.07692045,0.009819767,0.7908746,0.1322049,0.09005425,5.365605,0.3614737,0.1428169,0.4836929,0.3010621,1.561077,0.5478637,0.5257931,0.7838518,1.155552,1.605338,1.157728,0.6087251,0.2738087,0.5447417,0.5661063,-0.09045544,0.03236021,20.12509,2.52285,3.535578,0.1003106,0.06405093,-0.03633116,-0.0308655,8.54773,1.794909,0.7515964,6.844463,7.0649,22.49336,22.18264,21.49014,22.03656,7.536364,1.273225,0.1598661,33,0.865297,14.64628,-5.219069,0.1014789,0.1727447,0.07814136,0.02691294,0.04851083,0.001962394,2.181752,0.02959043,0.03071452,0.4470644,0.03659788,0.03711481,0.2112968,0.06618831,0.05063956,0.7887032,0.1451085,0.07314875,2.001131,0.3666961,0.1727447,0.5071276,0.3724565,0.568601,0.5575196,1.03228,0.8884159,1.050513,1.664017,0.8498109,0.8772426,0.1454028,0.4706793,0.5790208,-0.03477211,0.06716329,20.33982,2.640764,5.606985,0.157766,0.09991381,-0.03282952,-0.02836739,8.218392,1.723831,0.7329213,5.777786,5.375701,2009,6,2008,6
a1613,0,BB,BB,18.46448,18.24582,17.22198,18.18701,5.429346,0.9159185,-0.359044,32,0.8317712,12.81647,-3.48605,-0.05889747,0.09698564,-0.02728353,0.01293585,-0.0230692,0.001893408,-0.1345378,0.01529203,0.01464754,-0.5326841,-0.04399952,-0.01427075,0.05976791,-0.02870749,-0.01775863,0.9402321,0.08847539,-0.1459268,3.759622,0.2422982,0.09698564,0.4728157,0.5414466,0.7330318,0.3242966,0.4577131,0.7461976,1.274719,3.040953,2.14524,0.9819046,0.1647337,0.3904583,0.3197805,-0.1319235,-0.004657339,18.42152,-1.153352,5.060249,0.06585014,0.04989477,-0.1818867,-0.1560309,-14.59448,1.237031,0.8035953,6.559853,6.005965,18.44777,18.24396,17.22198,17.76196,5.105945,0.9158961,0.9172658,31,2.175705,12.305,5.280426,-0.03788339,0.2325223,-0.01910067,0.01919864,-0.01502526,0.00128304,-0.09071583,0.02095917,0.02012255,-0.9457585,-0.04157619,-0.02007766,0.1201764,-0.02061702,-0.02754971,0.8798236,0.1407935,-0.05717109,0.4076114,0.529986,0.2325223,0.3919707,0.5414466,14.43857,0.3194252,0.09852933,0.6923388,1.23163,0.8844176,0.8104145,0.07642791,0.2772568,0.3618703,1.127596,-0.132143,-0.000531708,18.3722,-0.9113278,1.519237,0.01687427,0.007931145,-0.02723185,-0.01756272,-14.59448,1.374542,0.7287794,6.440689,5.885498,2009,6,2008,6
a1614,0,A+,A+,22.31975,21.7442,21.07881,21.9785,7.684784,1.330686,0.6026415,34,3.157831,14.05942,-2.392969,0.2314739,0.1078166,0.1882417,0.01953252,0.1377671,0.008199169,15.79678,0.03411147,0.04428467,0.1292912,0.137014,0.06692247,0.3726243,0.1607602,0.1189949,0.6273757,0.1087899,0.2749545,0.762735,0.2891145,0.1078166,0.5241355,0.1530096,2.076918,0.7649371,0.7509541,0.9031236,1.066215,2.104723,1.404284,1.054553,0.2601262,0.619788,0.4066964,-0.0393317,0.0906862,21.17505,7.837924,16.59084,0.4207402,0.1779905,0.1284708,0.1578779,4.121906,1.8388,0.5623978,7.864896,12.27756,21.9298,21.69935,20.93622,21.46737,7.493317,1.528009,0.9172658,33,3.157831,14.20603,-4.456904,0.1298675,0.08291628,0.1063532,0.02471101,0.08086402,0.001610844,8.049836,0.02673933,0.02890993,0.2626111,0.07508168,0.04808333,0.2399073,0.101821,0.06054477,0.7600927,0.1380863,0.1610489,0.420037,0.3702492,0.08291628,0.5484398,0.3164105,0.303729,0.7645368,1.658377,1.118415,0.9632402,1.624396,0.6398203,1.061063,0.08828518,0.4282573,0.5879297,0.02805169,0.07776903,19.95953,3.977406,6.228447,0.1763082,0.1110302,-0.04544452,-0.03603565,5.070331,1.974187,0.7941782,6.246654,7.256499,2009,6,2008,6
a1615,0,A+,A+,20.89341,21.13254,20.04826,20.33218,8.071843,0.7768572,0.4907329,34,2.898922,13.06069,19.88585,0.1861563,0.3148232,0.1074644,0.006030221,0.1292697,0.004357859,3.159412,0.009461229,0.01042347,0.09296127,0.09231481,0.07995308,0.1959182,0.101776,0.06294828,0.8040818,0.09414219,0.2730016,0.4582114,0.4294944,0.3148232,0.3656229,0.1684829,2.664007,1.009469,0.2582661,1.214009,0.822477,1.209484,1.055674,0.2726449,0.2339554,0.3816137,0.7528311,0.09703296,0.1180678,19.05101,11.35839,7.524841,0.1374387,0.07840953,0.03879217,0.01742419,2.795813,2.399032,1.270139,4.435663,9.206394,20.69478,21.0255,19.93397,20.06502,8.03041,1.295272,0.3697176,33,3.157831,12.99509,23.12149,0.2403447,0.3129673,0.1257907,0.008117263,0.1377671,0.003618895,3.691316,0.01071711,0.01201586,0.09020876,0.1080863,0.108064,0.2078408,0.1188034,0.08185457,0.7921592,0.08903743,0.2749545,0.3104058,0.4672848,0.3129673,0.4070826,0.2239057,1.827129,0.955265,0.307019,1.230862,0.8411688,1.082117,0.8722309,0.2677915,0.1572832,0.3669688,0.8771757,0.09409476,0.1587116,19.27768,11.73737,10.70676,0.2718224,0.1448039,0.20874,0.07988624,2.09581,2.284058,1.391966,4.642247,8.717605,2009,6,2008,6
a1616,0,AA-,AA-,24.00406,23.09254,21.55824,23.60302,9.394327,1.528009,0.0950272,34,2.265848,13.69821,-4.667759,0.2403447,0.04448178,0.07210598,-0.004247525,0.02789812,0.008101171,2.585504,0.002363607,0.002542234,0.01799552,0.06816419,0.02244366,0.1023833,0.06941332,0.05584208,0.8976167,0.03297002,0.2749545,4.652797,0.118339,0.04448178,0.1727599,0.06059537,0.5854153,0.8065661,0.5553021,0.8585929,1.201187,6.123913,4.034517,2.309551,0.1824844,0.496715,0.1337466,-0.08304069,0.03213746,20.98642,38.2316,36.78999,0.04965224,0.04534959,0.000303825,0.000690439,17.13973,2.468778,0.4019131,5.386368,9.164389,23.09588,22.8654,21.31715,22.91093,9.319733,1.416123,0.4523054,33,3.157831,13.54566,-5.195645,0.2403447,0.06478378,0.04955308,-0.004247525,0.03686026,0.01346093,2.102372,0.002363607,0.002542234,0.02828225,0.04510218,0.04525565,0.08878263,0.04641489,0.05698649,0.9112174,0.04236774,0.2121246,0.9599344,0.1688525,0.06478378,0.3217011,0.05047433,0.6452209,0.7683598,0.09852933,0.8092038,1.545983,4.78822,4.034517,0.3902573,0.02850168,0.08780353,0.2031558,-0.1460071,0.06624321,21.20294,37.74846,36.78999,0.1705866,0.1417827,0.08065229,0.08440999,1.848831,3.142085,0.7941472,7.650687,11.01943,2009,6,2008,6
a1617,0,A,A,22.00581,22.41179,20.76009,21.6665,7.074117,1.437838,0.3238466,33,0.5758881,15.33767,-8.164281,0.0149458,0.05950997,0.03849925,0.01412801,0.05668865,0.002442168,0.193347,0.01575527,0.01610998,0.4171058,0.02201758,0.00430042,0.08402014,0.03777285,0.002865461,0.9159799,0.04624729,0.1148403,4.298454,0.2877343,0.05950997,0.4715567,0.4587582,1.075632,0.5438034,0.4536105,1.004733,0.9954529,2.219574,1.702952,0.7724768,0.2350726,0.5094201,0.4039704,0.002319031,0.051096,18.40072,2.443579,1.036979,0.00122761,0.000874384,-0.02714545,-0.01288317,8.816729,1.806088,1.500778,8.782095,6.63156,21.81826,22.08899,20.72932,21.40793,7.080868,1.286963,-0.1861076,32,0.8011484,15.00813,-4.984753,0.02203247,0.06932782,0.02114651,0.01720571,0.02673747,0.00191648,0.2763861,0.01866765,0.01869996,0.9152645,0.001728257,0.007415491,0.07544054,0.0203959,0.005656692,0.9245595,0.05504464,0.006731452,2.460394,0.3365711,0.06932782,0.5995578,0.4537153,0.5347891,0.5434811,0.7774381,0.9948678,1.003056,1.888807,1.108978,0.862162,0.1514589,0.4799127,0.5073205,-0.001915595,0.06054719,19.27646,1.13279,2.920002,0.07082299,0.04698602,0.01187517,0.006009756,17.31195,1.973231,1.310924,8.196905,8.157581,2009,6,2008,6
a1618,-1,CC,BB,18.44777,18.4023,17.67132,17.77712,4.729156,0.7491115,0.5264909,33,0.9492041,14.35925,3.300864,-0.4322807,-0.1166081,-0.04170263,0.02950035,-0.03428904,0.007621976,-0.4632541,0.03724883,0.03356298,-0.5132803,-0.109819,-0.1019321,0.03971997,-0.04766605,-0.1465203,0.96028,0.1122901,-0.2281072,1.17108,0.4735759,-0.1166081,0.175571,0.5139412,14.43857,0.5326646,0.09852933,1.095885,0.9007601,0.9581856,1.07395,0.0645511,0.3768862,0.3806204,0.8996091,0.0487668,-0.07357623,18.40028,-1.153352,1.850226,0.05917826,0.03115286,-0.07338008,-0.03927018,-6.260501,1.193193,0.9836737,12.78537,8.3978,18.47508,18.53999,17.54017,17.97647,4.729156,0.4977141,-0.3688944,32,0.4857044,14.49694,4.247147,-0.1549563,0.1517744,-0.02506845,0.0245636,-0.03428904,0.006717123,-0.309466,0.03085854,0.0289578,-0.8872551,-0.06563833,-0.06083961,0.06025754,-0.03477979,-0.05701574,0.9397425,0.09503732,-0.1783906,3.184991,0.3926243,0.1517744,0.141381,0.3310675,14.43857,0.6397771,0.09852933,0.956415,1.066644,1.505803,1.539885,0.0645511,0.429801,0.5700423,0.6464273,-0.02635134,-0.03473847,18.35859,-0.8123666,0.7435381,-0.01390377,-0.00844481,0.06481498,0.03689276,-14.59448,1.655955,1.067067,5.498176,10.5335,2009,6,2008,6
a1619,0,AA,AA,22.83304,22.14348,21.59477,22.49071,8.209308,1.528009,-0.08484401,33,1.129474,13.93417,2.578011,0.2250626,0.1505038,0.1443641,-0.004247525,0.07004554,0.01584336,22.78131,0.002363607,0.002542234,0.002892736,0.137014,0.06524215,0.2065317,0.1395897,0.1284224,0.7934683,0.06694197,0.2409336,2.168841,0.2898844,0.1505038,0.09523993,0.07823624,1.548774,0.8347485,0.237959,0.9055992,1.126999,2.207594,1.978782,0.4708688,0.1410362,0.2341579,0.4082215,-0.05414998,0.07104669,20.20929,38.2316,36.78999,0.0859375,0.06102556,0.05631987,0.07970099,3.232381,2.282068,0.5017958,6.568165,8.894067,22.67942,21.78763,21.86033,22.09812,8.216628,1.528009,0.9172658,32,1.85079,13.571,1.152285,0.1727174,0.1225639,0.1349555,-0.004247525,0.05461008,0.009989427,22.78131,0.002363607,0.002542234,0.009327774,0.1319784,0.07613905,0.1618633,0.133221,0.1284224,0.8381367,0.03192525,0.1227245,0.6853546,0.4408302,0.1225639,0.08508399,0.05288725,0.4271033,0.9257527,0.2689621,0.9774472,1.017767,1.207495,0.9995942,0.268853,0.01767539,0.08780353,0.7883655,-0.009937913,0.08191956,20.98114,38.2316,36.78999,0.303275,0.1695822,0.2872742,0.1578779,0.1602544,2.71354,0.4099209,6.660104,9.208499,2009,6,2008,6
a1620,0,AA+,AA+,22.7655,23.8633,21.95055,22.18092,7.790696,0.6884395,0.2655267,32,2.087894,16.0726,13.68962,0.1308057,0.1606139,0.06135389,-0.000408021,0.1377671,0.01883064,3.952545,0.006085958,0.006436159,0.1005985,0.05441154,0.05773209,0.0801007,0.06049749,0.01925976,0.9198993,0.03192525,0.2749545,0.6048107,0.4426622,0.1606139,0.2236971,0.3311448,14.43857,0.8936618,0.09852933,1.336107,0.5890362,0.7105971,1.24271,0.0645511,0.3279352,0.3590178,0.7942439,0.1848924,0.08018268,0,10.08122,-1.818449,-0.09225436,-0.05141684,-0.1685224,-0.03133356,1.952125,2.427398,1.867203,21.56501,29.01961,22.97027,23.44649,22.10121,22.42667,7.776954,0.5801422,-0.1292084,31,2.315446,15.66954,6.326634,0.1886667,0.1898661,0.07209485,-4.47E-05,0.1146305,0.01680338,6.630638,0.01039236,0.01106521,0.1459602,0.06080759,0.07891599,0.09642971,0.07119995,0.04901676,0.9035703,0.03192525,0.2334567,0.5995337,0.4193454,0.1898661,0.1648689,0.2976621,14.43857,0.9854097,0.09852933,1.403042,0.4935627,1.238589,1.365469,0.0645511,0.1974836,0.2590998,0.7221943,0.2307833,0.09680611,20.19352,6.937293,4.120538,0.08991791,0.05221125,0.05969448,0.02152938,2.232248,1.805536,1.60998,10.58526,6.228536,2009,6,2008,6
a1621,-1,CCC,B-,18.44777,18.24396,17.22198,17.76196,4.729156,0.7529332,-0.5450451,32,2.330227,12.17253,-33.64487,-0.4322807,-0.1294431,-0.04170263,0.08596425,-0.03428904,0.008026124,-1.024506,0.1042369,0.09774466,-0.1860865,-0.1160399,-0.1019321,0.03819666,-0.04766605,-0.1465203,0.9618033,0.5044301,-0.3336237,1.521014,0.2200555,-0.1294431,0.2273152,0.5126737,14.43857,0.4304235,0.09852933,0.8832346,1.368475,3.347962,3.450794,0.09351503,0.429801,0.7024326,0.2821425,-0.08866767,-0.07357623,18.22674,-1.153352,-1.628958,-0.09902274,-0.06533823,-0.1818867,-0.1560309,-1.529074,0.6873353,0.3709705,2.532539,4.779639,18.44777,18.24396,17.22198,17.77859,5.32301,0.8135685,0.1037774,31,1.925173,12.47175,4.878101,-0.4322807,-0.1294431,-0.04170263,0.06843717,-0.03428904,0.005657196,-0.1683547,0.07641022,0.06370072,-0.6206732,-0.1160399,-0.1019321,0.03819666,-0.04766605,-0.1465203,0.9618033,0.1433786,-0.3336237,1.201429,0.3018451,-0.1294431,0.1563911,0.5414466,8.933754,0.5603298,0.1190988,1.267747,0.55593,2.190278,2.066804,0.2461538,0.429801,0.7455518,0.4323469,0.1670349,-0.07357623,18.20102,-1.153352,-2.147633,-0.09902274,-0.06533823,-0.1818867,-0.1560309,-9.114271,0.6873353,0.7095395,3.879157,20.74451,2009,6,2008,6
a1622,0,A,A,22.90824,22.91279,21.8215,22.49679,7.623642,0.5089602,0.4100956,32,1.70308,15.28915,-3.103093,0.2305748,0.1300643,0.06840701,0.01635401,0.06809746,0.006792917,5.022857,0.02311611,0.02419706,0.341003,0.04467247,0.07518258,0.1039679,0.06778859,0.07484157,0.8960321,0.03617928,0.1330393,1.193349,0.3373139,0.1300643,0.6610414,0.06517107,0.7161131,1.233446,1.823479,1.319435,0.9382155,1.865142,0.4804746,1.484123,0.09201856,0.3081007,0.5090101,0.051771,0.1080446,20.57258,2.959278,4.706697,0.1298878,0.08607486,0.1054838,0.06958557,4.483507,4.168026,1.004556,12.37977,15.96533,22.56555,22.5041,21.51136,22.13711,7.58883,1.476739,0.7158813,31,2.725872,14.91527,-3.927218,0.09300991,0.08806652,0.06056405,0.02621457,0.05604714,0.008581149,1.46721,0.03533959,0.03621823,0.5929521,0.0242598,0.03093776,0.1040173,0.05959939,0.03289858,0.8959827,0.04441792,0.0654679,0.7185659,0.3484741,0.08806652,0.5879306,0.07274116,0.438952,1.513967,1.823479,1.632734,0.8733882,1.635762,0.4784806,1.391173,0.07628547,0.3241484,0.5348584,0.1055008,0.06286693,20.18824,1.713774,3.340031,0.1193612,0.07776688,0.1111783,0.07702646,5.691377,3.750637,0.9403979,12.78403,12.07615,2009,6,2008,6
a1623,0,BBB,BBB,23.0464,22.6963,21.29075,22.8567,6.921658,1.528009,-0.3578156,38,0.2772164,15.77464,-2.344799,-0.0949545,0.03498091,0.06071943,0.03500816,0.03912438,0.001650026,-5.264545,0.03734988,0.03804131,0.6726618,0.01817562,-0.01626698,0.1753509,0.0555255,-0.02308618,0.8246491,0.1198254,0.07411642,17.01318,0.1727944,0.03498091,0.4732978,0.4440495,0.9687066,0.3999617,0.7916743,0.7194196,1.240648,4.705294,2.671927,2.115296,0.3224227,0.7513892,0.2088893,-0.1295423,0.043252,18.68745,1.625693,1.132904,0.004228341,0.003497708,-0.1754435,-0.1560309,18.14664,1.371088,0.7046199,5.972458,9.427009,22.74608,22.44203,21.10788,22.53,6.848005,1.230461,0.4531433,37,1.09577,15.59402,-2.756849,0.08919417,0.05446868,0.06444866,0.03336943,0.04387764,0.0014947,5.100707,0.03539525,0.03626837,0.5951881,0.02407376,0.01715476,0.1847981,0.05946902,0.0232505,0.8152019,0.1253291,0.09140204,3.822868,0.1943303,0.05446868,0.4619633,0.412223,0.5774641,0.4627236,1.138269,0.7872434,1.128629,4.041262,1.938894,2.206983,0.2265611,0.6820388,0.2412035,-0.08016367,0.05669984,19.94411,1.820828,2.843379,0.05975238,0.04814068,-0.09339176,-0.1019795,14.34309,1.593117,0.7378235,5.65073,7.77798,2009,6,2008,6
a1624,0,A-,A-,21.71522,21.22152,20.6895,21.27121,7.089243,1.506253,0.06225391,35,0.5918462,14.13227,-3.312081,0.01097928,0.08586676,0.05404379,0.0366505,0.02867345,0.002529043,0.2931043,0.04079402,0.04104786,0.8683667,0.006183851,0.003936507,0.1823678,0.04697788,0.006449475,0.8176322,0.1353899,0.0105271,3.022901,0.3585395,0.08586676,0.5428227,0.2997306,0.7391739,0.5949774,0.9082532,0.8496408,1.076137,1.659124,0.9375552,0.8515375,0.2004083,0.5241543,0.5589425,-0.05054333,0.04392176,19.27237,1.324797,3.077563,0.08064316,0.0517294,-0.01596833,-0.01678196,15.8901,1.762961,0.6103608,6.212429,4.605532,21.35816,21.07802,20.35019,20.90409,7.136483,1.439674,-0.03394831,34,1.472556,13.94153,-3.326415,0.1152326,0.1247121,0.05006406,0.02633072,0.03270971,0.002215814,2.191098,0.02926295,0.02967912,0.6760477,0.01402238,0.04205527,0.1750524,0.04328533,0.05565247,0.8249476,0.131767,0.0290344,1.181638,0.3649597,0.1247121,0.5921342,0.3165906,0.5721599,0.5628502,1.033325,0.8235916,1.080117,1.687087,0.8557552,0.8842733,0.1679076,0.5796653,0.5747032,-0.0550952,0.09736539,19.07472,1.710835,3.335806,0.08133727,0.05165244,-0.1237464,-0.1039915,15.32199,2.035389,0.7556767,5.861021,5.927359,2009,6,2008,6
a1625,0,A-,A-,23.87042,23.5123,22.11996,23.60302,6.298949,1.528009,-0.5450451,32,0.1740739,16.5079,-5.504597,0.08983375,0.003815699,0.05470114,0.002883374,0.03622238,0.006551478,9.090275,0.01225623,0.01276112,0.2365088,0.03956521,0.01560294,0.07752626,0.05182144,0.0223223,0.9224737,0.03192525,0.1592202,17.01318,0.1736932,0.003815699,0.3006751,0.1046503,1.251042,0.9160794,0.5291885,1.023153,0.9727819,4.316883,3.110982,1.646296,0.2205357,0.4147666,0.2102042,0.01251061,0.01092696,20.82734,4.463131,6.090566,0.05277752,0.04361043,-0.08040116,-0.0950465,10.84776,2.410946,0.6989845,3.3574,9.846469,22.80046,22.84509,21.48804,22.48689,6.222576,1.528009,0.9172658,31,1.342853,16.5079,-23.30567,0.2169637,0.01065032,0.08002592,0.002019091,0.08072651,0.00715119,13.49102,0.008858194,0.009508023,0.1147382,0.06834531,0.05839555,0.1109967,0.07720351,0.0558471,0.8890033,0.03379323,0.2655006,2.022072,0.2691673,0.01065032,0.3140334,0.04796145,0.4951425,1.174212,0.864116,1.233366,0.849507,2.052542,1.456541,1.25862,0.07660639,0.2469358,0.3683023,0.09149174,0.0320253,21.45981,9.034112,27.96814,0.3417885,0.1779905,0.2158646,0.150876,2.951034,3.690936,1.045633,11.09098,20.69204,2009,6,2008,6
a1626,1,BBB,BBB-,19.5496,19.01433,18.6477,19.02907,5.616771,0.7860427,-0.1675734,31,0.2597924,13.39756,16.17152,0.1338317,0.4348553,0.0478736,0.02728888,0.02736913,0.004519977,4.198462,0.03500862,0.03542434,0.7489408,0.01173556,0.05430827,0.1876112,0.04674417,0.09275395,0.8123888,0.140867,0.01693286,5.636414,0.4057952,0.4348553,0.369589,0.4072965,14.43857,0.4089595,0.09852933,0.68999,1.373969,1.316593,1.347367,0.1169306,0.4037779,0.578382,0.6829214,-0.1694995,0.06484451,18.35062,1.36748,0.7416683,-0.008911483,-0.005295246,-0.01948562,-0.01977501,20.63408,1.129997,0.585509,4.365825,6.420691,19.35885,18.89045,18.7684,18.55124,5.666427,0.8969794,0.04402135,30,0.4944099,13.22402,1.639419,0.0393107,0.4682715,0.05946764,0.02205389,0.03636378,0.002545563,1.391431,0.02612027,0.02698288,0.4496603,0.03196863,0.02178112,0.1937583,0.0580889,0.03479399,0.8062417,0.1356694,0.03611856,1.627811,0.5540761,0.4682715,0.1722321,0.3749635,14.43857,0.6306038,0.313379,1.008907,0.9954212,0.7969648,0.6127753,0.1920309,0.2162266,0.3310206,1.242535,0.003024161,0.03420956,18.47138,2.276685,3.47218,0.09065109,0.04042348,0.06815291,0.04854776,8.891979,1.368496,0.6260023,4.108708,10.20795,2009,6,2008,6
