Id,Y_b,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,BX1,BX2,BX3,BX4,BX5,BX6,BX7,BX8,BX9,BX10,BX11,BX12,BX13,BX14,BX15,BX16,BX17,BX18,BX19,BX20,BX21,BX22,BX23,BX24,BX25,BX26,BX27,BX28,BX29,BX30,BX31,BX32,BX33,BX34,BX35,BX36,BX37,BX38,BX39,BX40,BX41,BX42,BX43,BX44,BX45,BX46,BX47,BX49,BX50,BX51,BX52,BX53,BX54,BX55,BX56,BX57,BX58,BX59,BX60,yy_c,mm_c,yy_b,mm_b
b400,A-,21.01295081,22.12408608,19.81468266,20.65382101,5.472270674,1.528008627,0.106466459,64,0.504709888,16.50789808,34.07202158,0.052242224,0.062843015,0.014598365,0.004643797,0.042013193,0.000855967,0.25515104,0.004925568,0.004969822,0.356148057,0.008904546,0.01576233,0.038196658,0.013830114,0.005188723,0.961803342,0.031925255,0.089654675,4.58554902,0.301716289,0.062843015,0.284776284,0.228613855,1.944274444,0.824222939,0.244674858,1.068495907,0.912462755,2.145635508,1.859418883,0.454953051,0.255084262,0.458569794,0.432082668,0.038427366,0.031525895,18.25256056,2.963793074,0.482458187,-0.011089955,-0.007743935,-0.017824213,-0.004097155,10.34049427,3.063828461,1.867203245,8.18999935,12.13586002,21.05820441,21.94332526,19.77566222,20.73339991,5.468060141,0.860733566,-0.270689919,63,0.595048999,16.47526512,-33.64487117,0.058027919,0.047632902,0.015111381,0.005337727,0.034355089,0.000798836,0.272562637,0.005667378,0.00571602,0.399755257,0.008509741,0.016092963,0.041332242,0.014177119,0.006640991,0.958667758,0.031925255,0.074356756,4.379126233,0.277331376,0.047632902,0.279216978,0.248868595,5.216359899,0.697855898,0.115374038,0.929072987,1.130522079,2.403319129,2.336251867,0.269542812,0.36190322,0.566894426,0.38376009,-0.045954743,0.031401927,18.98996824,2.666379718,5.262487605,0.081004508,0.058539416,0.072319299,0.021567028,15.48085454,2.741302674,1.867203245,8.368349771,10.42601407,2019,6,2018,6
b401,A+,22.03669209,21.91051655,21.41390925,21.26785214,7.331060305,0.58944175,-0.261950618,63,0.318175642,14.57945624,-14.30281693,0.012436021,0.334825377,0.018233253,0.008287316,0.015021091,0.000458451,0.691812041,0.008584742,0.008657957,0.503765502,0.008456405,0.006671297,0.057991676,0.017041147,0.007568462,0.942008324,0.040950529,0.013895033,2.715821826,0.536449503,0.334825377,0.598077929,0.541446612,1.26613561,0.492618825,0.755895977,1.406564599,0.854169628,0.828148081,0.492118192,0.371990162,0.180423007,0.356603919,1.157262276,0.107331655,0.050178933,19.0244071,2.123913965,4.127824839,0.051059349,0.023668587,0.0035252,0.001853865,22.18805777,1.235886531,0.881460096,8.358879256,15.66501622,22.00169228,21.84015833,21.4667118,21.12057387,7.314552832,0.804065112,-0.080058242,62,0.495345005,14.52560549,-20.07573765,0.065211087,0.348628399,0.063003812,0.008836515,0.052499218,0.000458451,3.824370601,0.009271751,0.009784779,0.150264239,0.052431228,0.038192877,0.104268778,0.06170298,0.04488856,0.895731222,0.042565799,0.076168569,1.428125639,0.585680727,0.348628399,0.628062116,0.541446612,0.40967203,0.680991811,1.346564025,1.933155686,0.799909206,0.701548766,0.3014684,0.405946502,0.07653121,0.313696678,1.413597591,0.164761917,0.079007636,19.57370842,6.795244037,8.833332686,0.149148848,0.061795242,0.08452007,0.041157434,5.851893247,1.237548559,0.850837644,7.831641606,12.28299912,2019,6,2018,6
b402,A+,21.51126619,21.80736056,20.64931264,20.96250291,8.517393171,0.655118077,0.085124146,62,0.954181088,13.28996739,-33.64487117,0.070522273,0.296032582,0.046193697,0.006571926,0.054643951,0.001873129,1.887509383,0.007965004,0.008234049,0.195990972,0.032674644,0.029740167,0.258713886,0.040639648,0.022118275,0.741286114,0.218074238,0.104026668,1.435579443,0.422336222,0.296032582,0.434837841,0.355852817,1.105247341,0.789349701,0.720160617,1.225418231,0.886025114,1.188513544,0.795147697,0.572634056,0.189872008,0.447902983,0.731110791,0.075699877,0.066847972,19.19279432,5.799582287,6.161750052,0.095697368,0.055280903,-0.017748509,-0.007625088,7.211225563,1.917862579,1.344597043,11.66244628,18.17262635,21.53527611,21.81142535,20.60046648,21.03660859,8.556413905,0.775062622,-0.149871125,61,1.101506144,13.25501144,-33.64487117,0.058627076,0.264885203,0.038861345,0.007385761,0.042940599,0.003277347,1.494222645,0.009872284,0.010101659,0.303025807,0.022706736,0.022984879,0.267550758,0.03257902,0.017438621,0.732449242,0.234971739,0.076219739,1.406373067,0.392660611,0.264885203,0.397036603,0.318341536,0.589167989,0.989022369,0.98778021,1.45090602,0.801619177,1.379529276,0.778118513,0.768610069,0.140087511,0.427358508,0.646525843,0.137768243,0.058865576,19.38027878,3.936408888,6.670414077,0.121487345,0.07378405,0.020042554,0.009235373,8.343426298,1.922916323,1.318044552,10.91677451,12.03944742,2019,6,2018,6
b403,AA-,22.7734127,23.36135663,21.56132256,22.42019654,7.723120092,0.832020806,-0.046154725,62,0.567666732,15.63823654,-12.85734313,0.003357293,0.126029825,0.015015935,0.004634406,0.01774556,0.000749771,0.030891949,0.00505088,0.005075272,0.512410602,0.004806215,0.000986866,0.076689874,0.009857094,0.000548172,0.923310126,0.06683278,0.029076895,4.209572561,0.297574656,0.126029825,0.437594494,0.309857419,0.881850284,0.600348259,0.459237953,0.869890188,1.120759655,2.150945339,1.617625991,0.742875248,0.158855236,0.388128292,0.423638837,-0.062630245,0.033416861,0,2.972934715,-1.817082838,-0.036467606,-0.025615771,-0.043202963,-0.016856713,14.3576088,2.550315654,1.800283098,12.22124989,6.561924352,22.70114132,23.44471559,21.57704309,22.30817968,7.707961532,0.282680658,-0.235462985,61,0.713991974,15.73675406,-12.75818412,0.014916072,0.140070416,0.013465948,0.003672328,0.019757666,0.000989433,0.139450937,0.004142716,0.004164581,0.441041766,0.005250308,0.004788739,0.072249901,0.009393024,0.002276622,0.927750099,0.062856878,0.03398636,2.94495641,0.324945361,0.140070416,0.489815247,0.243484419,0.560152657,0.615531191,0.52128657,0.813639806,1.148662924,1.965299142,1.365581279,0.711859182,0.105743969,0.340544392,0.481361569,-0.082695342,0.038224959,0,3.250512076,-2.147632825,-0.099022737,-0.065338233,-0.138211279,-0.044355983,12.02282697,3.100039284,1.867203245,13.27566239,7.092793843,2019,6,2018,6
b404,A-,20.85029266,20.91395914,19.92912732,20.34270362,6.338594078,0.363382535,-0.066355131,62,0.39828845,14.57536507,34.07202158,0.021672716,0.209538217,0.025999323,0.008552818,0.025420492,0.003165423,1.103311628,0.011522992,0.011666838,0.483093622,0.012329511,0.008589809,0.112558774,0.023852502,0.008059972,0.887441226,0.088706272,0.033010558,3.813194834,0.398054902,0.209538217,0.367639122,0.389553722,0.973837775,0.794071498,0.755175272,1.300804882,0.842990559,1.332859296,0.861575647,0.650640623,0.190464511,0.454783171,0.661281075,0.103162361,0.022092047,18.49286337,2.256299755,1.904628332,0.018455616,0.011109268,0.007473474,0.004221137,16.4131652,1.69418154,1.065736897,10.27356246,21.59129574,20.86552094,20.96584876,19.92871094,20.36814459,6.28785856,0.380970926,-0.174049537,61,0.508599275,14.6779902,34.07202158,0.024030854,0.202907023,0.015093877,0.007442698,0.014268957,0.003126925,1.222847913,0.010271129,0.010298272,0.795788724,0.002635725,0.009376574,0.100976524,0.012906854,0.008481495,0.899023476,0.08806967,0.007435726,3.064371818,0.391875926,0.202907023,0.367950374,0.387483594,1.159378047,0.787996624,0.745942583,1.286490642,0.846880803,1.309589756,0.888819665,0.663008437,0.212531484,0.512290328,0.64440127,0.099786704,0.022402949,18.47334981,1.469544149,1.804900842,0.015029349,0.009139709,-0.004133069,-0.00227349,30.70036404,1.744716301,1.105533278,12.00293537,24.61850241,2019,6,2018,6
b405,AA,22.1916318,21.41525376,21.87907349,20.87645563,4.729156166,0.842418598,-0.235348026,62,0.337222522,16.50789808,1.476928187,0.037239604,0.061407152,0.124071477,0.003721809,0.053087395,0.001980383,1.888358417,0.00802634,0.008991724,0.069558374,0.107363645,0.027243488,0.44921809,0.115389985,0.059216046,0.55078191,0.333828105,0.067518518,1.08805795,0.701802582,0.061407152,0.420068757,0.224253466,0.50180498,1.147392278,1.146361842,1.479081412,0.931521371,0.285766026,0.242492652,0.195969002,0.035780709,0.118610486,2.346229512,0.059914595,0.063111988,19.9144528,15.45803953,22.86063777,0.30073046,0.080724185,0.167230676,0.097570581,2.077915261,1.809713107,0.460069351,11.32215641,12.06132546,22.18254334,18.54066826,21.86042723,20.89296164,7.560601163,0.355095947,-0.323335396,61,0.535444103,12.17252753,0.085789812,0.240344686,0.523875965,0.051923109,-0.004247525,0.001138992,0.000458451,22.78130872,0.007433116,0.007710978,0.171003135,0.036034601,0.108064038,0.243943294,0.043467716,0.128422388,0.756056706,0.200475578,0.001303067,0.709775318,0.701802582,0.523875965,0.419179591,0.249421077,0.821255128,0.890536458,1.012556121,1.186466114,0.970440346,0.311039091,0.242492652,0.191208034,0.06287909,0.177988985,2.346229512,0.02551489,0.163161628,18.27087068,6.98537612,-2.147632825,-0.007413028,-0.002041444,-0.054171526,-0.156030902,37.34995912,0.687335304,0.370970491,2.532539453,2.667290844,2019,6,2018,6
b406,AA,20.91246664,21.3170401,20.34123549,20.080449,7.694392803,0.678909878,0.550191303,60,1.175862526,13.62264729,12.79984236,0.062332139,0.523875965,0.044025946,0.00267066,0.055925646,0.000676403,22.78130872,0.003121997,0.003232533,0.083661465,0.034195026,0.035207038,0.17000102,0.037317023,0.023492297,0.82999898,0.132683997,0.090729704,0.655217244,0.564829617,0.523875965,0.447745119,0.427227634,0.182576707,1.424861171,1.823478569,2.465251354,0.737923909,0.707502811,0.265178398,0.505267006,0.017675388,0.175814916,1.297950504,0.222822174,0.073225022,19.07135611,14.10185494,18.12479218,0.184120629,0.080123845,0.081494076,0.023663629,2.664667371,2.055923298,1.498663118,9.562543818,18.01105107,20.92357696,21.32131255,20.31594978,20.13690633,7.643482907,0.262245992,-0.29659781,59,0.940625437,13.67782964,14.2083892,0.142872371,0.523875965,0.043153045,0.001511373,0.0542079,0.000931458,22.78130872,0.002363607,0.002542234,0.058682628,0.034281853,0.077814247,0.179215714,0.036419017,0.052278697,0.820784286,0.142796698,0.093688824,0.888844309,0.544641673,0.523875965,0.439883112,0.346987827,0.949929357,1.019150358,0.685304743,1.56069121,0.792417452,0.688166093,0.496093997,0.339975569,0.120754625,0.274179691,1.19607272,0.151495101,0.116829571,19.03961493,20.1917367,24.36859517,0.163249351,0.074336951,0.01137277,0.003479246,4.268639374,2.122194446,1.488450404,8.549573759,17.07637846,2019,6,2018,6
b407,BBB+,21.70212756,21.39149099,20.78823651,21.18969894,7.25629724,0.82508002,0.917265753,60,0.6037103,14.13519375,-4.447058138,0.042769644,0.221849886,0.026471343,0.026278632,0.015810534,0.00124173,3.811439161,0.027972716,0.02779476,1.296821911,-0.00640251,0.01714896,0.060438033,0.021570206,0.023396212,0.939561967,0.038867827,-0.011704163,2.474710106,0.400961027,0.221849886,0.565784647,0.014994061,0.991478735,0.554059334,1.036137408,0.562493395,1.182369907,1.338221605,0.733746148,0.760261832,0.20487335,0.569499423,0.669340468,-0.128716022,0.04360143,19.16715399,0.946327234,3.127303586,0.072811719,0.043617057,0.022031616,0.018005665,29.35114584,5.069560083,0.732980221,7.334344496,31.45860899,21.62090765,21.31803001,20.58311069,21.18358926,7.309881486,0.716531355,-0.270611592,59,0.358182962,14.00814852,-4.683364747,-0.054079748,0.220790924,0.017247071,0.033291893,0.008796159,0.000515932,-3.925572505,0.033990336,0.03325596,2.397373168,-0.022082546,-0.019156897,0.052679688,0.01190779,-0.025933626,0.947320312,0.040771899,-0.046049038,5.089552569,0.354234213,0.220790924,0.511960445,0.014913961,0.550023697,0.708187049,1.312356118,0.718908828,1.108916426,1.693604812,0.78836949,1.034621524,0.152882011,0.530769799,0.548549056,-0.078499614,0.009735924,18.6578062,0.507411022,1.517583569,0.020124394,0.012995645,-0.022833899,-0.019961501,37.34995912,5.069560083,0.738689473,7.889770297,31.45860899,2019,6,2018,6
b408,A+,21.89954425,21.40836894,21.07967002,21.31885564,8.316300249,0.603025757,-0.069138832,60,0.645407833,13.09206869,-2.832549496,0.072665304,0.398289132,0.098161713,0.006671985,0.056269111,0.001845304,1.060157285,0.009687646,0.010556089,0.105349745,0.08226935,0.031935287,0.283155066,0.091956996,0.05218979,0.716844934,0.191198071,0.114285253,1.97256889,0.44048705,0.398289132,0.656513918,0.308705265,0.317341018,1.070821791,1.823478569,1.549009037,0.866302745,1.17377721,0.444585648,0.825628651,0.089632405,0.440833364,0.787268731,0.107514757,0.077971236,19.34436379,10.13266926,9.167703244,0.086535309,0.048417626,-0.177262852,-0.156030902,7.339171747,1.544168648,0.611906794,5.467617625,10.53678214,21.75074372,21.39865259,21.0151395,21.09832417,8.331827004,0.262245992,-0.270634767,59,0.891016243,13.06682558,-4.603485679,0.093885978,0.430717621,0.101891018,0.007047183,0.066363918,0.002043276,1.283963447,0.0099528,0.010870477,0.105463457,0.084419221,0.044882437,0.324320968,0.094372021,0.063824536,0.675679032,0.229948947,0.123879363,1.222634002,0.479215816,0.430717621,0.631973113,0.29648018,0.549937822,0.991463227,1.244810783,1.409289687,0.876364091,1.000108334,0.484113178,0.602629304,0.109926711,0.374331569,0.920181199,0.094953035,0.098341779,19.67335765,10.23742293,14.04506541,0.175316379,0.091301998,-0.015966636,-0.011824491,5.224344297,1.589601632,0.70321603,5.787488398,12.32366728,2019,6,2018,6
b409,AA,22.91664062,22.05356189,22.47095963,21.89391093,8.562166557,0.759064127,0.008132451,60,0.568152945,13.49139534,1.255928516,-0.004024065,0.523875965,0.069770567,0.009508487,0.027162632,0.00276535,-2.188559173,0.016063604,0.016879278,0.249482905,0.048323988,-0.002576963,0.223577162,0.064387592,-0.006108556,0.776422838,0.159189571,0.031833855,0.988383922,0.64038803,0.523875965,0.304492091,0.223982349,0.480421022,1.44359729,1.267010398,1.860263472,0.837809952,0.502815235,0.247706511,0.313846725,0.074306846,0.240335236,1.780775063,0.136462119,0.025182303,20.26731795,4.343394479,9.871273545,0.167172362,0.060117183,0.095056001,0.081029658,8.16536352,1.600524812,0.421861287,4.512476061,10.94134601,22.97915514,22.07496618,22.49248258,22.02550446,8.544029845,0.949094924,-0.133426888,59,0.685621366,13.53093633,1.246270362,0.007210669,0.523875965,0.090431686,0.009415788,0.034560214,0.00174371,4.006970253,0.013722625,0.014781555,0.160759439,0.071638613,0.004432169,0.239370495,0.085361237,0.010947138,0.760629505,0.154009257,0.047186971,0.914344032,0.61466827,0.523875965,0.289802872,0.224077369,4.0934887,0.730839127,0.412514426,0.941896907,1.021796478,0.562108303,0.44381409,0.183079714,0.205626776,0.328196187,1.595166508,-0.015850433,0.027630812,19.87408543,6.589970071,7.278169769,0.090521385,0.034880762,-0.022951781,-0.021844165,8.963903677,1.676847563,0.404870117,3.800882761,9.57908996,2019,6,2018,6
b410,BBB+,20.29649965,19.91746727,19.56291394,19.64221909,6.81563999,1.517785487,0.14903397,64,1.348348809,13.10182728,3.00123202,0.022537455,0.363356648,0.0718269,0.011811702,0.033834896,0.000901368,0.513145492,0.013128483,0.013622997,0.265606094,0.036299913,0.010822128,0.353166206,0.049428396,0.015809725,0.646833794,0.30373781,0.051747115,0.802859475,0.480184095,0.363356648,0.252103279,0.271331075,2.475919989,0.803158654,0.317593304,1.102227124,0.933390837,0.978816793,0.821599969,0.260934649,0.190719293,0.336634751,0.923757988,0.040330567,0.042751246,18.63842537,5.471073759,6.022383183,0.086828673,0.045134925,0.041203604,0.031289343,6.846734571,1.322471825,0.684523447,3.202548884,3.193348741,20.27595651,19.85092025,19.48784152,19.66953531,6.81563999,1.382963594,0.018251933,63,1.429613792,13.03528026,3.249683275,0.01187809,0.368549664,0.019192233,0.013174593,-0.002925835,0.000458451,0.274184065,0.013474043,0.013236455,-0.945758545,-0.017949535,0.005400981,0.317870392,-0.004475492,0.008261588,0.682129608,0.322345884,-0.025806927,0.838860763,0.454701104,0.368549664,0.253528858,0.260223653,0.690698165,0.981560048,0.765651632,1.326833513,0.853958656,1.079671285,0.679209248,0.520037669,0.130892146,0.343837768,0.833856636,0.100938345,0.035228853,18.43716335,1.424385564,2.205797683,0.019478112,0.010621393,-0.024409956,-0.020360691,27.404317,1.430787692,0.653746083,3.147560527,3.902519318,2019,6,2018,6
b411,BB+,19.71880439,20.32451125,18.18247617,19.47651661,5.365976015,0.565021705,0.316455806,59,3.15783145,14.95853523,9.855952652,0.077382572,-0.002579982,0.05281739,0.003645859,0.095705553,0.001565952,0.041612852,0.004500381,0.004725926,0.086172223,0.047725045,0.016528681,0.082245909,0.052225426,0.009019512,0.917754091,0.031925255,0.274954469,0.934820508,0.215169709,-0.002579982,0.07655124,0.012973072,1.212703051,1.236714845,0.257678868,1.252969711,0.580122894,3.488168555,2.900179372,0.747314936,0.037473175,0.087803526,0.274160812,0.157860879,0.017613483,18.59582733,11.73620398,9.035515434,0.084438871,0.066270184,0.084273656,0.036092124,0.728354132,5.069560083,1.832547107,5.040733098,3.407008028,19.56363663,20.16693692,18.14458363,19.28663989,5.365976015,0.262245992,-0.431619647,58,3.15783145,14.80096091,8.821512462,0.240344686,-0.129443097,0.07330221,0.008004771,0.13268582,0.000753585,0.150198878,0.008416984,0.008994067,0.115969016,0.064162608,0.06961639,0.101247257,0.072579592,0.038080401,0.898752743,0.031925255,0.274954469,0.83871719,0.241943029,-0.129443097,0.07655124,0.018740017,14.43857375,1.107388908,0.274511396,1.128537724,0.811331043,2.51405189,2.458357327,0.674847101,0.071075949,0.10693676,0.319162067,0.076451978,0.070937438,18.23971962,8.708845226,-1.367484789,-0.048056467,-0.03642954,-0.048923329,-0.020286534,0.797994624,4.872283958,1.828142258,8.954191067,3.614815604,2019,6,2018,6
b412,A+,21.6174669,21.30082787,21.02529403,20.81199252,4.729156166,1.074676821,-0.263967317,58,0.174073948,16.50789808,4.805933504,0.238627218,0.523875965,0.046454402,0.006702485,0.032933644,0.000486642,22.78130872,0.007370404,0.007660198,0.163056043,0.037831255,0.108064038,0.090983008,0.045201658,0.128422388,0.909016992,0.04578135,0.049832603,7.006359801,0.553124112,0.523875965,0.401521159,0.503324508,3.355311999,0.788900175,0.350946949,1.588361392,0.709177153,0.725243661,0.598034222,0.209878286,0.213471544,0.315482206,1.23775779,0.194622387,0.14927538,19.21988577,6.302830185,10.7097395,0.116680247,0.052141589,0.075137671,0.046084962,9.321001551,0.918066908,0.728593711,3.981428899,8.174566399,21.60359783,21.13336266,20.96158968,20.8565548,6.597145702,0.831696308,-0.166111701,57,0.454803284,14.53621696,4.075912444,0.022922936,0.478234681,0.035672183,0.004250528,0.02165596,0.000458451,4.848659887,0.004563927,0.004705533,0.13168633,0.030093633,0.012062842,0.086575938,0.03465756,0.019305017,0.913424062,0.051918379,0.035733427,1.979522025,0.526234606,0.478234681,0.372930208,0.480803265,4.004709902,0.725339217,0.295517313,1.397041175,0.771093484,0.83193692,0.694929437,0.20536368,0.231554479,0.330236645,1.110749356,0.145196337,0.033694694,0,7.816116215,-2.147632825,-0.099022737,-0.058666147,-0.173578321,-0.131607112,14.81549348,0.843103461,0.624855304,3.298062006,7.363978157,2019,6,2018,6
b413,B-,19.19569381,18.24396454,18.82954597,18.01348156,4.729156166,1.390307112,-0.27473673,58,1.709504258,13.02575092,0.340848103,-0.008075247,-0.129443097,-0.011359674,0.085964245,-0.003803451,0.011901104,-0.011266109,0.10423688,0.097744658,-0.945758545,-0.116039887,-0.005599378,0.413715345,-0.018186535,-0.02677392,0.586284655,0.43190188,-0.054681798,0.280923156,0.693400285,-0.129443097,0.079826255,0.096217617,13.07948157,1.27151607,0.098529329,1.406882999,0.837154713,0.298454606,0.412214626,0.064551104,0.261893593,0.289948719,2.261581632,0.116299261,0.001155068,18.38196646,-0.069642569,1.17980404,0.020005372,0.006133641,0.005391671,0.00790437,-14.59448137,1.153402608,0.370970491,3.074702638,31.45860899,18.87318927,18.24396454,18.15689343,18.202667,4.729156166,1.168043402,-0.159459561,57,3.15783145,13.03122364,0.786039423,-0.219894553,-0.129443097,-0.020071217,0.085964245,-0.009270797,0.012325733,-0.199611658,0.10423688,0.097744658,-0.945758545,-0.116039887,-0.101932122,0.408477095,-0.031617616,-0.146520274,0.591522905,0.440094711,-0.136635517,0.280923156,0.488558605,-0.129443097,0.115528738,0.133865538,0.659604443,1.683023136,1.367161516,1.943143023,0.740067278,0.73719909,0.442233173,0.604604175,0.179525221,0.594154166,0.955258237,0.203772484,-0.073576232,18.26919933,-0.102380493,0.012180818,-0.099022737,-0.056783463,-0.115056855,-0.156030902,-14.59448137,1.126926496,0.370970491,2.83109071,31.45860899,2019,6,2018,6
b414,BB,20.5047347,20.44072462,18.10799773,20.40930862,6.679599186,1.155612396,-0.325983755,57,0.965287242,13.76112543,-1.796795741,-0.432280704,-0.049512147,-0.04170263,0.042686843,-0.034289037,0.000458451,-0.49270363,0.0428599,0.039222743,-0.85941673,-0.092730817,-0.101932122,0.038196658,-0.04766605,-0.114795209,0.961803342,0.040582971,-0.333623696,10.34641876,0.118338977,-0.049512147,0.613052389,0.173576942,4.26789839,0.319425177,1.337803783,0.495616775,1.415589462,6.123913262,4.034517082,2.309550727,0.261490616,0.380719285,0.133746554,-0.239250405,-0.073576232,17.92763915,-1.132984054,-0.04592868,-0.046259083,-0.042048838,0.069487299,0.067338221,-8.358515463,3.700180723,0.937995541,18.80409965,11.25880252,20.58791466,20.5446504,18.72803851,20.41867684,6.825460036,1.186785187,-0.516169278,56,0.931765322,13.71919036,-1.970702415,-0.432280704,0.056171817,-0.014280554,0.036689418,-0.014883594,0.000458451,-0.485398679,0.036928743,0.035087679,-0.945758545,-0.052470398,-0.070976966,0.038196658,-0.015541655,-0.074115127,0.961803342,0.036531452,-0.322744518,5.820071952,0.155691912,0.056171817,0.641639602,0.17269727,4.317460723,0.319425177,1.279502455,0.495616775,1.377934131,5.276085244,2.379002138,2.309550727,0.255124964,0.405144587,0.184401778,-0.237950582,-0.039595396,18.29260951,-0.386705674,0.776869545,-0.009346155,-0.007891035,-0.022056893,-0.019446198,-14.59448137,3.713357079,0.957658286,21.56500851,13.77383255,2019,6,2018,6
b415,A+,21.90322588,20.89441138,21.26837542,21.14817193,4.729156166,0.784061967,-0.242183921,57,0.18939384,16.50789808,2.344577638,0.240344686,0.523875965,0.040976729,0.05828844,0.012635916,0.002627123,22.78130872,0.065492926,0.063533499,1.890014296,-0.030840846,0.108064038,0.152660232,0.03465208,0.128422388,0.847339769,0.118008152,-0.021218553,4.68198953,0.530014741,0.523875965,0.374485229,0.142334007,0.182576707,1.951031972,1.823478569,2.465251354,0.747840113,0.686141493,0.276878074,0.609861904,0.037926872,0.32411024,1.127726307,0.215155559,0.163161628,19.21637827,0.625666487,2.630604796,0.082858354,0.038942205,0.038645761,0.049809098,21.69092332,1.791484276,0.370970491,3.063243643,5.539272242,21.92813195,20.89786968,21.21761333,21.25205959,6.395261598,0.369484696,0.541663912,56,0.658144124,14.50260808,2.591144713,0.04003832,0.440404155,0.09966477,0.003628795,0.033748161,0.003950025,8.699433581,0.014695977,0.015971451,0.155421515,0.079859638,0.019674402,0.193629916,0.094555615,0.05512375,0.806370084,0.099074301,0.058004868,1.572674388,0.491389285,0.440404155,0.353645785,0.127525095,0.506898563,1.515368931,1.225698842,1.736862485,0.781737379,0.877674314,0.465043333,0.570003075,0.113300888,0.360143061,0.966140254,0.168385834,0.036912845,18.92279344,6.781772372,5.020073378,0.041458131,0.02108605,0.012517306,0.017837484,10.12443038,1.738030359,0.370970491,2.930650287,5.211296996,2019,6,2018,6
b416,A-,21.95561267,21.13536562,21.40615981,21.09460154,7.126890809,1.224549606,0.917265753,56,1.606355497,14.00847481,-7.43627618,0.074312956,0.197298496,0.170391816,0.017569499,0.072012275,0.000614617,0.291738199,0.01896533,0.022170754,0.115964513,0.137014013,0.042864859,0.261163332,0.160760159,0.097348703,0.738836668,0.097619075,0.11028097,0.456235519,0.577265571,0.197298496,0.636478388,0.149970264,0.372898105,1.258551868,1.74887281,1.48059746,0.912659928,0.616045867,0.2664019,0.465903039,0.071323085,0.277945919,1.365551352,0.07390851,0.082071896,19.83375123,8.984384409,12.0339742,0.217969629,0.092143267,0.142678621,0.136979409,3.704591583,2.254149168,0.440322862,4.944398091,9.820713085,21.97637214,21.14009258,21.42689067,21.11540009,7.134890852,0.805249504,0.037671008,55,0.933007016,14.00520173,-8.266659731,0.149155488,0.204792578,0.16902844,0.014962264,0.071674889,0.000471554,2.989153735,0.0160505,0.018868696,0.097035339,0.137014013,0.086034101,0.260687895,0.160760159,0.128422388,0.739312105,0.095279089,0.112117796,0.785539974,0.577249053,0.204792578,0.629666799,0.131099803,1.101311592,0.910756574,0.869013501,1.048171674,0.98591914,0.590540415,0.391840138,0.34051437,0.13310346,0.278721686,1.365458926,0.01089592,0.11546416,19.78981624,10.53103926,13.25106485,0.201551578,0.085206121,0.150300454,0.146634607,3.805419816,2.332817139,0.433319667,4.575107338,7.873127621,2019,6,2018,6
b417,BBB+,23.96506306,23.28977366,21.83241662,23.60302128,9.660103028,1.047793805,0.16806831,56,1.040825829,13.44975853,-0.783588346,-0.061347462,0.003196332,0.054126151,0.038783069,0.02503121,0.001617945,-1.957427019,0.041961685,0.042266625,0.853289942,0.007214665,-0.007257778,0.154892219,0.049176351,-0.014258642,0.845107782,0.105715868,0.030984058,7.158560761,0.118523215,0.003196332,0.692465707,0.266016692,0.377266407,0.377866053,1.823478569,0.514815594,1.202100637,6.123913262,2.481003443,2.309550727,0.169136824,0.751389232,0.134459826,-0.14267163,0.060541543,21.59641382,1.289894598,6.111409482,0.123853493,0.109173979,0.070713421,0.122458008,27.50421458,2.368545566,0.509009092,18.44874575,31.45860899,23.92798895,23.2158274,22.04531581,23.60302128,9.660103028,1.147825806,0.077678082,55,0.861433621,13.39953306,-0.79783977,0.21409331,0.023395772,0.081171916,0.035270819,0.038127091,0.001250837,8.45484864,0.037820516,0.039392163,0.486637919,0.039897464,0.032533069,0.173753094,0.07771798,0.066315167,0.826246906,0.096035114,0.128615117,6.476770166,0.152182756,0.023395772,0.692465707,0.190572159,0.384634901,0.43681253,1.823478569,0.539655924,1.169668366,5.368110469,1.76964562,2.309550727,0.168084274,0.738981508,0.179499482,-0.123975055,0.100797527,21.59641382,2.146240301,7.137205575,0.134309906,0.113870255,0.048425541,0.083688262,18.55733487,2.683418539,0.490582635,19.01182877,31.45860899,2019,6,2018,6
